title,authors,url,session,abstract_takeaway
MixQuant: Pushing the Limits of Block Rotations in Post-Training Quantization,Sai Sanjeet; Ian Colbert; Pablo Monteagudo-Lago; Giuseppe Franco; Yaman Umuroglu; Nicholas Fraser,https://icml.cc/virtual/2026/poster/61670,Poster Session 6,"Focuses on outlier suppression, block rotations, post-training quantization, mixquant pushing, and pushing limits."
MLUBench: A Benchmark for Lifelong Unlearning Evaluation in MLLMs,He Li; Haoang Chi; Qizhou Wang; Yunxin Mao; Zhiheng Zhang; Jie Tan; Tongliang Liu; Wenjing Yang; Bo Han,https://icml.cc/virtual/2026/poster/66183,Poster Session 2,"Focuses on lifelong unlearning, mllm lifelong, mlubench lifelong, unlearning mllms, and mllms multimodal."
MOC: Multi-Order Communication in LLM-based Multi-Agent Systems,Yao Guan; Lin Wang; Zhihui Lu; Ziyi Wang; Wenzhu Yan; Qiang Duan,https://icml.cc/virtual/2026/poster/60749,Poster Session 1,"Focuses on multi-order communication, multi-agent systems, moc multi-order, communication llm-based, and llm-based multi-agent."
Modality-Decoupled Online Recursive Editing,Siyuan Li; Youyuan Zhang; Fangming Liu; Jing Li,https://icml.cc/virtual/2026/poster/66345,Poster Session 2,"Focuses on modality-decoupled online, online recursive, online editing, long-horizon interference, and sherman-morrison recursion."
MODEL MERGING SCALING LAWS IN LARGE LANGUAGE MODELS,Yuanyi Wang; Yanggan Gu; Yiming Zhang; Qi Zhou; Zhaoyi Yan; Congkai Xie; Xinyao Wang; Jianbo Yuan; Hongxia Yang,https://icml.cc/virtual/2026/poster/63590,Poster Session 3,"Focuses on scaling laws, adding experts, merging scaling, laws large, and language study."
Modeling Hierarchical Thinking in Large Reasoning Models,G M Shahariar; Erfan Shayegani; Ali Nazari; Nael Abu-Ghazaleh,https://icml.cc/virtual/2026/poster/64487,Poster Session 5,"Focuses on large reasoning, modeling hierarchical, hierarchical thinking, thinking large, and reasoning large."
MonoScale: Scaling Multi-Agent System with Monotonic Improvement,Shuai Shao; Yixiang Liu; Bingwei Lu; Weinan Zhang,https://icml.cc/virtual/2026/poster/62913,Poster Session 1,"Focuses on agent pool, monoscale scaling, scaling multi-agent, multi-agent system, and system monotonic."
"More Edits, More Stable: Understanding the Lifelong Normalization in Sequential Model Editing",Xin Ma; Wei Chen; Qi Liu; Derong Xu; Zhi Zheng; Tong Xu; Enhong Chen,https://icml.cc/virtual/2026/poster/64339,Poster Session 7,"Focuses on lifelong normalization, early edits, stability loop, edits stable, and stable understanding."
MoSE: Mixture of Slimmable Experts for Efficient and Adaptive Language Models,Nurbek Tastan; Stefanos Laskaridis; Karthik Nandakumar; Samuel Horváth,https://icml.cc/virtual/2026/poster/66711,Poster Session 7,"Focuses on slimmable experts, mixture slimmable, each expert, standard moe, and mose mixture."
MRPO: Magnitude-Regularized Policy Optimization via L1 Constraints,Wei Han; Yuanxing Liu; Mingda Li; Ruiyu Xiao; Weinan Zhang; Ting Liu,https://icml.cc/virtual/2026/poster/62705,Poster Session 8,"Focuses on policy updates, low-probability actions, mrpo magnitude-regularized, magnitude-regularized policy, and policy optimization."
MulFCoder: Framework-conditioned Multi-agent for MLLM-based Multi-framework Front-end Code Generation,Jie Wu; Haoran Ma; Shisong Tang; Yulin Xu; Xiaoyu Kang; Jiechao Gao,https://icml.cc/virtual/2026/poster/60693,Poster Session 2,"Focuses on mulfcoder framework-conditioned, framework-conditioned multi-agent, multi-agent mllm-based, mllm-based multi-framework, and multi-framework front-end."
Multi 2 : Hierarchical Multi-Agent Decision-Making with LLM-Based Agents in Interactive Environments,Sangeun Park; Minhae Kwon,https://icml.cc/virtual/2026/poster/65074,Poster Session 3,"Focuses on llm-based agents, interactive environments, multi hierarchical, hierarchical multi-agent, and multi-agent decision-making."
Multi-Head Attention as a Source of Catastrophic Forgetting in MoE Transformers,Anrui Chen; Ruijun Huang; Xin Zhang; Fang DONG(董方); Hengjie Cao; Zhendong Huang; Yifeng Yang; Mengyi Chen; Jixian Zhou; Mingzhi Dong; Yujiang Wang; Jinlong Hou; Qin Lv; Robert Dick; Yuan Cheng; Tun Lu; Fan Yang; Li Shang,https://icml.cc/virtual/2026/poster/62222,Poster Session 3,"Focuses on multi-head attention, moe transformers, router input, feature compositions, and attention catastrophic."
MultiHal: Multilingual Dataset for Knowledge-Graph Grounded Evaluation of LLM Hallucinations,Ernests Lavrinovics; Russa Biswas; Katja Hose; Johannes Bjerva,https://icml.cc/virtual/2026/poster/62059,Poster Session 7,"Focuses on hallucination mitigation, multihal multilingual, multilingual dataset, dataset knowledge-graph, and knowledge-graph grounded."
Multilingual Safety Alignment Via Sparse Weight Editing,Jiaming Liang; Zhaoxin Wang; Handing Wang,https://icml.cc/virtual/2026/poster/61089,Poster Session 1,"Focuses on multilingual safety, alignment sparse, sparse weight, weight editing, and safety alignment."
NanoSpec: Accelerating Speculative Decoding using Minimalist In-Context Vocabularies,Zhiyang Chen; Daliang Xu; Yinyuan Zhang; Chenghua Wang; Mengwei Xu; Yun Ma,https://icml.cc/virtual/2026/poster/62025,Poster Session 7,"Focuses on speculative decoding, nanospec accelerating, accelerating speculative, decoding minimalist, and minimalist in-context."
Native Parallel Reasoner: Reasoning in Parallelism via Self-Distilled Reinforcement Learning,Tong Wu; Michael Liu; Jun Bai; Zixia Jia; Shuyi Zhang; Ziyong Lin; Yanting Wang; Song-Chun Zhu; Zilong Zheng,https://icml.cc/virtual/2026/poster/61069,Poster Session 5,"Focuses on native parallel, parallel reasoner, genuine parallel, reasoner reasoning, and reasoning parallelism."
Navigating the Pareto Frontier of Alignment:Spectrum-Adaptive Fine-Tuning for LLMs,Yaoyou Fan; Chao Zhang; Xiaoyu Tan; Chenxing Sun; Yu Yuan; Haoyu Feng; Lu Pan; Ke Zeng; Xunliang Cai,https://icml.cc/virtual/2026/poster/65811,Poster Session 7,"Focuses on navigating pareto, pareto frontier, frontier alignment, alignment spectrum-adaptive, and spectrum-adaptive fine-tuning."
No Global Plan in Sight: Uncover the Myopic Planning Horizon of LLMs,Liyan Xu; Mo Yu; Fandong Meng; Jie Zhou,https://icml.cc/virtual/2026/poster/61496,Poster Session 6,"Focuses on latent planning, global plan, plan sight, sight uncover, and uncover myopic."
Not All Invariants Are Equal: Curating Training Data to Accelerate Program Verification with SLMs,Ido Pinto; Yizhak Elboher; Haoze Wu; Nina Narodytska; Guy Katz,https://icml.cc/virtual/2026/poster/62571,Poster Session 5,"Focuses on high-quality training, program verification, training invariant, all invariants, and invariants equal."
Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning,Yixuan Xu; Yash Savani; Fei Fang; Zico Kolter,https://icml.cc/virtual/2026/poster/68826,Poster Session 4,"Focuses on rollout generation, policy updates, policy optimization, selected subset, and all rollouts."
OBCache: Optimal Brain KV Cache Pruning for Efficient Long-Context LLM Inference,Yuzhe Gu; Xiyu Liang; Jiaojiao Zhao; Enmao Diao,https://icml.cc/virtual/2026/poster/62607,Poster Session 3,"Focuses on optimal brain, attention outputs, brain cache, key value, and value states."
OMAC: A Holistic Optimization Framework for LLM-Based Multi-Agent Collaboration,Shijun Li; Hilaf Hasson; Joydeep Ghosh,https://icml.cc/virtual/2026/poster/66164,Poster Session 8,"Focuses on optimization llm-based, holistic optimization, llm-based mas, omac holistic, and llm-based multi-agent."
OmniSIFT: Modality-Asymmetric Token Compression for Efficient Omni-modal Large Language Models,Yue Ding; Yiyan Ji; Jungang Li; Xuyang Liu; Xinlong Chen; Junfei Wu; Bozhou Li; Bohan Zeng; Yang Shi; Yushuo Guan; Yuanxing Zhang; Jiaheng Liu; Qiang Liu; Pengfei Wan; Liang Wang,https://icml.cc/virtual/2026/poster/63063,Poster Session 4,"Focuses on token compression, modality-asymmetric token, omni-modal large, omnisift modality-asymmetric, and compression omni-modal."
OmniVideo-R1: Reinforcing Audio-visual Reasoning with Query Intention and Modality Attention,Zhangquan Chen; Jiale Tao; Ruihuang Li; Yihao Hu; Ruitao Chen; Zhantao Yang; Xinlei Yu; Haodong Jing; Manyuan Zhang; Shuai Shao; Biao Wang; Qinglin Lu; Ruqi Huang,https://icml.cc/virtual/2026/poster/62324,,"Focuses on omnivideo-r1 reinforcing, reinforcing audio-visual, audio-visual reasoning, reasoning query, and query intention."
On Multi-Step Theorem Prediction via Non-Parametric Structural Priors,Junbo Zhao; Ting Zhang; Can Li; Wei He; Jingdong Wang; Hua Huang,https://icml.cc/virtual/2026/poster/63402,Poster Session 4,"Focuses on theorem prediction, multi-step theorem, structural priors, prediction non-parametric, and non-parametric structural."
"On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models",Charlie Zhang; Graham Neubig; Xiang Yue,https://icml.cc/virtual/2026/poster/63850,Poster Session 5,"Focuses on pre-training mid-training, interplay pre-training, training pipelines, contextual generalization, and mid-training reasoning."
On Training Large Language Models for Long-Horizon Tasks: An Empirical Study of Horizon Length,Sunghwan Kim; Junhee Cho; Beong-woo Kwak; Taeyoon Kwon; Liang Wang; Nan Yang; Xingxing Zhang; Furu Wei; Jinyoung Yeo,https://icml.cc/virtual/2026/poster/64226,Poster Session 4,"Focuses on horizon length, long-horizon tasks, empirical study, horizon reduction, and training large."
One LR Doesn’t Fit All: Heavy-Tail Guided Layerwise Learning Rates for LLMs,Di He; Songjun Tu; Keyu Wang; Lu Yin; Shiwei Liu,https://icml.cc/virtual/2026/poster/62519,Poster Session 5,"Focuses on training layers, doesn fit, fit all, all heavy-tail, and heavy-tail guided."
One Tool Is Enough: Reinforcement Learning of LLM Agents for Repository-Level Code Navigation,Zhaoxi Zhang; Yitong Duan; Yanzhi Zhang; Yiming Xu; Zhixiang Wang; Kun Liang; Yang Li; Jiahui Liang; Deguo Xia; Jizhou Huang; Jiyan He; Shuxin Zheng; Yunfang Wu,https://icml.cc/virtual/2026/poster/63517,Poster Session 4,"Focuses on tool reinforcement, reinforcement llm, llm agents, agents repository-level, and repository-level navigation."
One-Way Policy Optimization for Self-Evolving LLMs,Shuo Yang; Jinda Lu; Kexin Huang; Chiyu Ma; Shaohang Wei; Yuyang Liu; Guoyin Wang; Jingren Zhou; Li Yuan,https://icml.cc/virtual/2026/poster/63408,Poster Session 8,"Focuses on one-way policy, policy optimization, reference policy, deviations policy, and optimization self-evolving."
Online Linear Programming for Multi-Objective Routing in LLM Serving,Zixi Chen; Yinyu Ye; Zijie Zhou,https://icml.cc/virtual/2026/poster/63108,Poster Session 1,"Focuses on online linear, linear programming, shadow prices, programming multi-objective, and multi-objective routing."
OpenIKLR: Bridging the Reasoning Gap in Open-World Scenarios via Iterative Premise Completion,Ye Mo; Chuan Zhou; Fengxiang Cheng; Jialin Yu; Fenrong Liu; Liangming Pan; Sheng Zhou; Haoxuan Li; Zhouchen Lin; Phil Torr,https://icml.cc/virtual/2026/poster/62369,Poster Session 7,"Focuses on logical reasoning, natural language, missing premises, llms openiklr, and openiklr bridging."
Operationalizing the Superficial Alignment Hypothesis via Task Complexity,Tomás Vergara Browne; Darshan Patil; Ivan Titov; Siva Reddy; Tiago Pimentel; Marius Mosbach,https://icml.cc/virtual/2026/poster/63559,Poster Session 1,"Focuses on task complexity, superficial alignment, alignment hypothesis, arguments supporting, and task complexities."
OPIC: Enhancing Language Model Merging via Optimizing In-Context Capability,Jie He; Chao Chen; Weidong Bao; Zhengyi Zhong; Shuai Zhang; Ji Wang,https://icml.cc/virtual/2026/poster/61653,Poster Session 1,"Focuses on task conflict, opic enhancing, enhancing language, language merging, and merging optimizing."
Optimizing Agentic Reasoning with Retrieval via Synthetic Semantic Information Gain Reward,Senkang Hu; Yong Dai; Yuzhi Zhao; Yihang Tao; Yu Guo; Zhengru Fang; Sam Kwong; Yuguang Fang,https://icml.cc/virtual/2026/poster/61838,,"Focuses on information gain, agentic reasoning, reasoning retrieval, synthetic semantic, and semantic information."
Optimizing Language Models for Crosslingual Knowledge Consistency,Tianyu Liu; Jirui Qi; Mrinmaya Sachan; Ryan Cotterell; Raquel Fernández; Arianna Bisazza,https://icml.cc/virtual/2026/poster/65979,Poster Session 4,"Focuses on knowledge consistency, optimizing language, language crosslingual, crosslingual knowledge, and consistency large."
Orthogonal Hierarchical Decomposition for Structure-Aware Table Understanding with Large Language Models,Bin Cao; huixian lu; chenwen ma; Ting Wang; Ruizhe Li; JING FAN,https://icml.cc/virtual/2026/poster/64020,Poster Session 4,"Focuses on orthogonal hierarchical, hierarchical decomposition, complex tables, decomposition structure-aware, and structure-aware table."
Out-of-Distribution Evaluation of Rule-Based and Strategic Reasoning in Chess Transformers,Anna Mészáros; Patrik Reizinger; Ferenc Huszár,https://icml.cc/virtual/2026/poster/64845,Poster Session 7,"Focuses on strategic reasoning, out-of-distribution rule-based, rule-based strategic, reasoning chess, and chess transformers."
Parallel-Probe: Towards Efficient Parallel Thinking via 2D Probing,Tong Zheng; Chengsong Huang; Runpeng Dai; Yun He; Rui Liu; Xin Ni; Huiwen Bao; Kaishen Wang; Hongtu Zhu; Jiaxin Huang; Furong Huang; Heng Huang,https://icml.cc/virtual/2026/poster/62805,,"Focuses on parallel thinking, dynamics parallel, width depth, parallel-probe parallel, and thinking probing."
ParEVO: Synthesizing Code for Irregular Data: High-Performance Parallelism through Agentic Evolution,Liu Yang; Zeyu Nie; Andrew Liu; Ruomu Zou; Deniz Altınbüken; Amir Yazdanbakhsh; Quanquan Liu,https://icml.cc/virtual/2026/poster/61756,Poster Session 2,"Focuses on parevo synthesizing, synthesizing irregular, irregular high-performance, high-performance parallelism, and parallelism agentic."
ParisKV: Fast and Drift-Robust KV-Cache Retrieval for Long-Context LLMs,Yanlin Qi; Xinhang Chen; Huiqiang Jiang; Qitong Wang; Botao Peng; Themis Palpanas,https://icml.cc/virtual/2026/poster/60751,Poster Session 3,"Focuses on kv-cache retrieval, million-token contexts, full attention, pariskv fast, and fast drift-robust."
Perceptual Flow Network for Visually Grounded Reasoning,Yangfu Li; Yuning Gong; Hongjian Zhan; Teng Li; Yuanhuiyi Lyu; Tianyi Chen; Qi Liu; Ziyuan Huang; Zhihang Zhong; DanDan Zheng; Yue Lu,https://icml.cc/virtual/2026/poster/65071,Poster Session 5,"Focuses on perceptual flow, flow network, network visually, visually grounded, and grounded reasoning."
Pessimistic Verification for Open-Ended Math Questions,Yanxing Huang; Zihan Tang; Zejin Lin; Peng Li; Yang Liu,https://icml.cc/virtual/2026/poster/65693,Poster Session 3,"Focuses on pessimistic verification, progressive pessimistic, verification open-ended, open-ended math, and math questions."
PGS: Effective LLM Code Refinement via Property-Oriented and Structurally Minimal Feedback,Lehan He; Zeren Chen; Zhe Zhang; Xiang Gao; Lu Sheng,https://icml.cc/virtual/2026/poster/66109,Poster Session 5,"Focuses on structurally minimal, minimal feedback, feedback quality, pgs effective, and effective llm."
PinTok: Tokenizers Deserve Dedicated Pinned CPU-Compute and Memory,Sean Choi; Myungheon Chin; Ernest Ryu,https://icml.cc/virtual/2026/poster/61774,Poster Session 2,"Focuses on pintok tokenizers, tokenizers deserve, deserve dedicated, dedicated pinned, and pinned cpu-compute."
Plan for Speed: Dilated Scheduling for Masked Diffusion Language Models,Omer Luxembourg; Haim Permuter; Eliya Nachmani,https://icml.cc/virtual/2026/poster/65445,Poster Session 4,"Focuses on masked diffusion, diffusion language, plan speed, speed dilated, and dilated scheduling."
PlugMem: A Task-Agnostic Plugin Memory Module for LLM Agents,Ke Yang; Zixi Chen; Xuan He; Jize Jiang; Michel Galley; Chenglong Wang; Jianfeng Gao; Jiawei Han; Chengxiang Zhai,https://icml.cc/virtual/2026/poster/64446,Poster Session 8,"Focuses on plugmem task-agnostic, llm agents, task-agnostic plugin, plugin memory, and memory module."
POLCA: Stochastic Generative Optimization with LLM,Xuanfei Ren; Allen Nie; Tengyang Xie; Ching-An Cheng,https://icml.cc/virtual/2026/poster/66582,Poster Session 8,"Focuses on stochastic generative, generative optimization, polca stochastic, optimization llm, and llm optimizing."
Position: Agent Should Invoke External Tools ONLY When Epistemically Necessary,Hongru WANG; Cheng Qian; Manling Li; Jiahao Qiu; Boyang XUE; Mengdi Wang; Heng Ji; Amos Storkey; Kam-Fai Wong,https://icml.cc/virtual/2026/poster/67227,Poster Session 4,"Focuses on epistemically necessary, should invoke, invoke external, external tools, and tools only."
Position: Agentic Systems Should be General,Elron Bandel; Asaf Yehudai; Alexandre Lacoste; Avijit Ghosh; Graham Neubig; Margaret Mitchell; Michal Shmueli-Scheuer; Leshem Choshen,https://icml.cc/virtual/2026/poster/67137,Poster Session 8,"Focuses on agentic systems, position agentic, systems should, should general, and general call."
Position: Collaborative Agentic AI Needs Interoperability Across Ecosystems,Rishi Sharma; Martijn de Vos; Pradyumna Chari; Ramesh Raskar; Anne-Marie Kermarrec,https://icml.cc/virtual/2026/poster/67223,Poster Session 4,"Focuses on collaborative agentic, web agents, position collaborative, agentic needs, and needs interoperability."
Position: Let's Develop Data Probes to Fundamentally Understand How Data Affects LLM Performance,Shiqiang Wang; Herbert Woisetschlaeger; Hans-Arno Jacobsen; Mingyue Ji,https://icml.cc/virtual/2026/poster/67154,Poster Session 7,"Focuses on stages llm, llm workflow, empirical heuristics, llm behavior, and position let."
"Position: LLM Serving Needs Mathematical Optimization and Algorithmic Foundations, Not Just Heuristics",Zijie Zhou,https://icml.cc/virtual/2026/poster/67042,Poster Session 1,"Focuses on llm serving, mathematical optimization, optimization algorithmic, algorithmic foundations, and llm inference."
Position: Reasoning After Perception Means Reasoning Without Vision,Hongcheng Gao; Zihao Huang; Jingyi Tang; Lin Xu; Xinhao Li; Haoyang Li; Yue Liu; Minhua Lin; Xinlong Yang; Taihang Hu; Ge Wu; Baolong Bi; Hongyu Chen; Zhiqi Huang; Wentao Zhang,https://icml.cc/virtual/2026/poster/67188,,"Focuses on reasoning perception, textual space, position reasoning, perception means, and means reasoning."
Position: Self-Play Only Evolves When Self-Synthetic Pipeline Ensures Learnable Information Gain,Wei Liu; Siya Qi; Yali Du; Yulan He,https://icml.cc/virtual/2026/poster/67044,Poster Session 2,"Focuses on learnable information, information gain, triadic roles, position self-play, and self-play only."
Position: Stop Anthropomorphizing Intermediate Tokens as Reasoning/Thinking Traces!,Subbarao Kambhampati; Karthik Valmeekam; Siddhant Bhambri; Vardhan Palod; Lucas Saldyt; Kaya Stechly; Soumya Samineni; Durgesh Kalwar; Upasana Biswas,https://icml.cc/virtual/2026/poster/67077,Poster Session 4,"Focuses on intermediate tokens, position stop, stop anthropomorphizing, anthropomorphizing intermediate, and tokens reasoning."
Position: Stop Using Culturally Biased Human Cognitive Benchmarks to Evaluate LLMs,Carla Troper,https://icml.cc/virtual/2026/poster/67133,Poster Session 2,"Focuses on human cognitive, cognitive evaluate, evaluate llms, llms represent, and represent concepts."
Position: The Data Provenance–Parametric Divide in Large Language Models,Kabilan Elangovan; Jasmine Ong; Daniel Ting,https://icml.cc/virtual/2026/poster/67105,Poster Session 2,"Focuses on provenance parametric, parametric divide, position provenance, divide large, and language position."
Post-Hoc Merging is Not Enough: Many-Shot Model Merging with Loss-Gap Balancing,Kyungjin Im; Chanin Eom; Miru Kim; Minhae Kwon,https://icml.cc/virtual/2026/poster/64341,Poster Session 2,"Focuses on many-shot merging, post-hoc merging, information erasure, merging many-shot, and merging loss-gap."
PowerFlow: Unlocking the Dual Nature of LLMs via Principled Distribution Matching,Ruishuo Chen; Yu Chen; Zhuoran Li; Longbo Huang,https://icml.cc/virtual/2026/poster/61878,Poster Session 2,"Focuses on dual nature, nature llms, distribution matching, powerflow unlocking, and unlocking dual."
Predicting the Order of Upcoming Tokens Improves Language Modeling,Zayd Muhammad Kawakibi Zuhri; Erland Hilman Fuadi; Alham Fikri Aji,https://icml.cc/virtual/2026/poster/60781,Poster Session 7,"Focuses on ntp mtp, mtp ds-mtp, order upcoming, upcoming tokens, and standard nlp."
Preserve-Then-Quantize: Balancing Rank Budgets for Quantization Error Reconstruction in LLMs,Yoonjun Cho; Dongjae Jeon; Soeun Kim; Moongyu Jeon; Albert No,https://icml.cc/virtual/2026/poster/65260,Poster Session 7,"Focuses on error reconstruction, quantization error, preserve-then-quantize balancing, balancing rank, and rank budgets."
PRISM: Demystifying Retention and Interaction in Mid-Training,Bharat Runwal; Ashish Agrawal; Anurag Roy; Rameswar Panda,https://icml.cc/virtual/2026/poster/62428,Poster Session 5,"Focuses on prism demystifying, demystifying retention, retention interaction, interaction mid-training, and points coding."
Privileged Information Distillation for Language Models,Emiliano Penaloza; Dheeraj Vattikonda; Nicolas Gontier; Alexandre Lacoste; Laurent Charlin; Massimo Caccia,https://icml.cc/virtual/2026/poster/62658,Poster Session 4,"Focuses on privileged information, information distillation, distillation language, language training-time, and training-time privileged."
Proact-VL: A Proactive VideoLLM for Real-Time AI Companions,Weicai Yan; Yuhong Dai; Qi Ran; Haodong Li; Wang Lin; Hao Liao; Xing Xie; Tao Jin; Jianxun Lian,https://icml.cc/virtual/2026/poster/62067,Poster Session 1,"Focuses on real-time interactive, proactive real-time, proact-vl proactive, proactive videollm, and videollm real-time."
Probability-Entropy Calibration: An Elastic Indicator for Adaptive Fine-tuning,Wenhao Yu; Shaohang Wei; Jiahong Liu; Yifan Li; Minda Hu; Aiwei Liu; Hao Zhang; Irwin King,https://icml.cc/virtual/2026/poster/61934,Poster Session 7,"Focuses on probability-entropy calibration, calibration elastic, elastic indicator, indicator adaptive, and adaptive fine-tuning."
Probing RLVR Training Instability through the Lens of Objective-Level Hacking,Yiming Dong; Kun Fu; Haoyu Li; Xinyuan Zhu; Yurou Liu; Lijing Shao; Jieping Ye; Zheng Wang,https://icml.cc/virtual/2026/poster/64695,Poster Session 6,"Focuses on objective-level hacking, training instability, instability lens, lens objective-level, and probing rlvr."
Procedural Pretraining: Warming Up Language Models with Abstract Data,Liangze Jiang; Zachary Shinnick; Anton Hengel; Hemanth Saratchandran; Damien Teney,https://icml.cc/virtual/2026/poster/63432,Poster Session 8,"Focuses on procedural pretraining, forms procedural, pretraining warming, warming language, and language abstract."
ProcMEM: Learning Reusable Procedural Memory from Experience via Non-Parametric PPO for LLM Agents,QIRUI MI; Zhijian Ma; Mengyue Yang; Yisen Wang; Haoxuan Li; Haifeng Zhang; Jun Wang,https://icml.cc/virtual/2026/poster/65830,Poster Session 5,"Focuses on procedural memory, non-parametric ppo, procmem reusable, reusable procedural, and memory experience."
Progressive Cramming: Reliable Token Compression and What It Reveals,Dmitrii Tarasov; Timofei Lashukov; Elizaveta Goncharova; Andrey Kuznetsov,https://icml.cc/virtual/2026/poster/66285,Poster Session 3,"Focuses on progressive cramming, perfect reconstruction, cramming reliable, reliable token, and token compression."
ProjQ: Project-and-Quantize for Adapter-Aware LLM Compression,Wenya Yu; Chao Zhang; Li Wang; Samson Lasaulce; Merouane DEBBAH,https://icml.cc/virtual/2026/poster/60769,Poster Session 5,"Focuses on quantization noise, noise low-rank, projq project-and-quantize, project-and-quantize adapter-aware, and adapter-aware llm."
Prompt Optimization with Minimal Unlabeled Input via Meta-Reasoning,Yuran Sun; Chuan Wu,https://icml.cc/virtual/2026/poster/64019,Poster Session 7,"Focuses on prompt optimization, meta-reasoning prompt, optimization minimal, minimal unlabeled, and unlabeled input."
ProtoKV: Streaming Video Understanding under Delayed Evidence with Summary-State Memory,Ngoc Minh Le Tu; Jinyeong Lim; Dongsu Han,https://icml.cc/virtual/2026/poster/63663,Poster Session 4,"Focuses on streaming video, video understanding, delayed evidence, protokv streaming, and understanding delayed."
PS-PPO : Prefix-Sampling PPO for Critic-Free RLHF,Doo Hwan Hwang; Kee-Eung Kim,https://icml.cc/virtual/2026/poster/62531,Poster Session 1,"Focuses on critic-free rlhf, feedback signal, cutoff timestep, ps-ppo prefix-sampling, and prefix-sampling ppo."
Pushing the Boundaries of Natural Reasoning: Interleaved Bonus from Formal-Logic Verification,Chuxue Cao; Jinluan Yang; Haoran Li; Kunhao Pan; Zijian Zhao; Zhengyu Chen; Yuchen Tian; Lijun Wu; Conghui He; Sirui Han; Yike Guo,https://icml.cc/virtual/2026/poster/60967,Poster Session 5,"Focuses on formal symbolic, formal logic, logic verification-guided, pushing boundaries, and boundaries natural."
PuzzleMoE: Efficient Compression of Large Mixture-of-Experts Models via Sparse Expert Merging and Bit-packed inference,Yushu Zhao; Zheng Wang; Minjia Zhang,https://icml.cc/virtual/2026/poster/65487,Poster Session 2,"Focuses on sparse expert, expert merging, puzzlemoe moe, puzzlemoe compression, and compression large."
QTALE: Quantization-Robust Token-Adaptive Layer Execution for LLMs,KangHyun Noh; Jinheon Choi; Yulhwa Kim,https://icml.cc/virtual/2026/poster/65000,Poster Session 5,"Focuses on token-adaptive layer, layer execution, qtale quantization-robust, quantization-robust token-adaptive, and execution llms."
R 3 DAO: Reactive Recovery and Reconstruction for Long-horizon Data Agent Orchestration,Quanxin Liu; Yijun Mo; Ruida Xu; Jianwei Zhong; Changhu Chen; Rui Hao,https://icml.cc/virtual/2026/poster/64678,Poster Session 3,"Focuses on dao reactive, agent orchestration, reactive recovery, recovery reconstruction, and reconstruction long-horizon."
R-Diverse: Mitigating Diversity Illusion in Self-Play LLM Training,Gengsheng Li; Jinghan He; Shijie Wang; Dan Zhang; Ruiqi Liu; Renrui Zhang; Zijun Yao; Junfeng Fang; Haiyun Guo; Jinqiao Wang,https://icml.cc/virtual/2026/poster/65447,Poster Session 1,"Focuses on diversity illusion, reasoning skills, r-diverse mitigating, mitigating diversity, and illusion self-play."
RaBitQCache: Rotated Binary Quantization for KVCache in Long Context LLM Inference,Wenhao Li; Jinhao Dong; Hailin Zhang; Wenhang Shi; WEI LU; Xiaoyong Du,https://icml.cc/virtual/2026/poster/60504,Poster Session 6,"Focuses on rotated binary, binary quantization, sparse attention, rabitqcache rotated, and quantization kvcache."
RADAR: Redundancy-Aware Diffusion for Multi-Agent Communication Structure Generation,Zhen Zhang; Wanjing Zhou; Juncheng Li; Hao Fei; Jun Wen; Wei Ji,https://icml.cc/virtual/2026/poster/65087,Poster Session 1,"Focuses on radar redundancy-aware, communication topology, token consumption, redundancy-aware diffusion, and diffusion multi-agent."
Random Scaling of Emergence Capabilities,Rosie Zhao; Tian Qin; David Alvarez-Melis; Sham Kakade; Naomi Saphra,https://icml.cc/virtual/2026/poster/64601,Poster Session 1,"Focuses on continuous changes, random seeds, random scaling, scaling emergence, and emergence capabilities."
Rare Event Analysis of Large Language Models,Jake McAllister Dorman; Edward Gillman; Dominic C Rose; Jamie Mair; Juan Garrahan,https://icml.cc/virtual/2026/poster/66583,Poster Session 7,"Focuses on rare events, event analysis, analysis large, language probabilistic, and probabilistic during."
REAL: Regression-Aware Reinforcement Learning for LLM-as-a-Judge,Yasi Zhang; Tianyu Chen; Mingyuan Zhou; Oscar Leong; Ying Nian Wu; Michal Lukasik,https://icml.cc/virtual/2026/poster/62715,Poster Session 1,"Focuses on real regression-aware, regression-aware reinforcement, policy gradient, reinforcement llm-as-a-judge, and llm-as-a-judge large."
REAL: Resolving Knowledge Conflicts in Knowledge-Intensive Visual Question Answering via Reasoning-Pivot Alignment,Kai Ye; Xianwei Mao; Sheng Zhou; Zirui Shao; Ye Mo; Liangliang Liu; Haikuan Huang; Bin Li; Jiajun Bu,https://icml.cc/virtual/2026/poster/62591,Poster Session 4,"Focuses on knowledge conflicts, knowledge-intensive visual, visual question, question answering, and real resolving."
Realistic Adaptive Merging,Haokun Liu; Gyung Hyun Je; Marco Ciccone; Zhenlin Xu; Prasanth YSS; Colin Raffel,https://icml.cc/virtual/2026/poster/62647,Poster Session 4,"Focuses on adaptive merging, loras pool, merging coefficients, realistic adaptive, and merging widespread."
